loglam,flux,ivar
3.5831000804901123,31.216665267944336,0.05398295074701309
3.583199977874756,42.348365783691406,0.05039030686020851
3.5833001136779785,41.199275970458984,0.0479622483253479
3.583400011062622,34.913818359375,0.04940854385495186
3.5834999084472656,30.327922821044922,0.05054565891623497
3.5836000442504883,28.37128448486328,0.0538032241165638
3.583699941635132,46.95378875732422,0.04779483377933502
3.5838000774383545,38.98611068725586,0.05266460031270981
3.583899974822998,29.729991912841797,0.05624238774180412
3.5840001106262207,29.395278930664062,0.05572446435689926
3.5841000080108643,26.379926681518555,0.05713235214352608
3.584199905395508,36.82955551147461,0.05415383353829384
3.5843000411987305,35.562320709228516,0.054583556950092316
3.584399938583374,25.850919723510742,0.05668294429779053
3.5845000743865967,28.66754913330078,0.05450639873743057
3.5845999717712402,33.63686752319336,0.05175091698765755
3.584700107574463,34.970794677734375,0.05411925166845322
3.5848000049591064,27.532352447509766,0.059608325362205505
3.58489990234375,38.67943572998047,0.05238550901412964
3.5850000381469727,34.05261993408203,0.05767300724983215
3.585099935531616,38.28954315185547,0.05497041344642639
3.585200071334839,39.51079559326172,0.054718684405088425
3.5852999687194824,36.60601043701172,0.05680563300848007
3.585400104522705,40.89331817626953,0.05598139017820358
3.5855000019073486,43.755882263183594,0.05446240305900574
3.585599899291992,37.063594818115234,0.056014761328697205
3.585700035095215,37.93996047973633,0.056299515068531036
3.5857999324798584,40.085758209228516,0.05400020629167557
3.585900068283081,40.88605499267578,0.05407564342021942
3.5859999656677246,35.970664978027344,0.057623423635959625
3.5861001014709473,39.00404357910156,0.05698634311556816
3.586199998855591,39.03525161743164,0.057672083377838135
3.5862998962402344,42.369384765625,0.05776362866163254
3.586400032043457,44.52381896972656,0.05873177945613861
3.5864999294281006,39.9881591796875,0.06212138384580612
3.5866000652313232,34.13491439819336,0.06746286153793335
3.586699962615967,32.57389831542969,0.06793441623449326
3.5868000984191895,38.37873458862305,0.0587516650557518
3.586899995803833,37.32062911987305,0.0568225122988224
3.5869998931884766,37.69318771362305,0.05665533244609833
3.587100028991699,33.107444763183594,0.05927639082074165
3.5871999263763428,32.690223693847656,0.0625888854265213
3.5873000621795654,34.83200454711914,0.06251373142004013
3.587399959564209,40.628944396972656,0.06200259178876877
3.5875000953674316,40.061668395996094,0.062418077141046524
3.587599992752075,31.784889221191406,0.06511354446411133
3.5876998901367188,36.85316848754883,0.061480842530727386
3.5878000259399414,41.1467170715332,0.0597928948700428
3.587899923324585,37.65603256225586,0.06575515121221542
3.5880000591278076,41.52241516113281,0.06387876719236374
3.588099956512451,42.91493225097656,0.060815755277872086
